city,hotel_name,url,score,description,hotel_lat,hotel_lon
Mont Saint Michel,Le Mouton Blanc,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,7.37,"At the foot of the abbey, the Mouton Blanc Hotel, welcomes you in its historic 14th century location. Le Mouton Blanc provides comfortable rooms with a simple yet cozy decoration.  The rooms are divided in 3 buildings: one of them offers views of the Mont Saint-Michel, and the other one features medieval-style rooms.  The Mouton Blanc restaurant offers local traditional cuisine, served in the dining room or the terrace. Breakfast is served daily.  Personalized services for visits, recreation and other activities are available upon request.  Please note that the reception of the hotel Le Mouton blanc is currently closed. Please note that arrival arrangements are made at the reception of the hotel Les Terrasses Poulard.",48.636022984447116,-1.509895920753479
Mont Saint Michel,Auberge Saint Pierre,https://www.booking.com/hotel/fr/auberge-saint-pierre.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,8.18,"The Auberge Saint Pierre is made up of small 14th century half-timbered houses located on the island of Mont-Saint-Michel. It combines the period charm of exposed beams with modern comforts, including a TV and free Wi-Fi.  Ideally located for visiting Mont-Saint-Michel, this hotel is on the main street which leads to the Mont-Saint-Michel abbey.  Two annexes of the hotel are located in the middle of the village and are accessible by numerous stairs.  The rooms at Auberge Saint Pierre and the annexes have a private bathroom with a bath or shower. Some rooms offer sea views.  The hotel serves a buffet breakfast daily. Traditional Norman cuisine and fish dishes are served in the authentic restaurant and you can choose to dine on site.",48.63568797869143,-1.5098825097084045
Mont Saint Michel,Appart Standing - La Coque d'Or - Mont-St-Michel,https://www.booking.com/hotel/fr/la-coque-d-or.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,9.79,"Modern Comforts: Appart Standing - La Coque d'Or in Le Mont Saint Michel offers a recently renovated apartment with free WiFi, a kitchenette, and a living room. The property includes a private entrance and a city view.  Convenient Facilities: Guests benefit from private check-in and check-out services, a shuttle, a coffee shop, family rooms, and luggage storage. Paid off-site parking is available.   Mont Saint Michel Abbey is a 2-minute walk away, and Mont Saint-Michel is just a few steps from the apartment. Other nearby points include the Scriptorial of Avranches (18 mi) and Port of Houle (30 mi).   Walking tours are available, and the property provides streaming services and a TV for guest entertainment.",48.6354874,-1.5101555
Mont Saint Michel,Chez Adèle,https://www.booking.com/hotel/fr/chez-adele-le-mont-saint-michel.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,8.98,"Historic Setting: Chez Adèle in Le Mont Saint Michel offers a holiday home experience within a historic building. Guests enjoy sea views and a terrace, perfect for relaxation.  Comfortable Living: The property features two bedrooms and a bathroom. Amenities include a fully equipped kitchen, dining area, and a comfortable sofa. Free toiletries and a hairdryer are provided.   Located a few steps from Mont Saint Michel Abbey and a 2-minute walk to Mont Saint-Michel, Chez Adèle is ideal for exploring the area. Nearby attractions include the Scriptorial of Avranches and Port of Houle.   Guests appreciate the terrace, scenic views, and convenient location, making Chez Adèle a preferred choice for a memorable holiday.",48.636165894011,-1.5104757792319998
Mont Saint Michel,Chambres d'hôtes La Rive - Le Mont Saint Michel,https://www.booking.com/hotel/fr/chambres-d-hotes-la-rive-le-mont-saint-michel.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,9.59,"Comfortable Accommodations: Chambres d'hôtes La Rive - Le Mont Saint Michel in Ardevon offers a sun terrace, garden, and free WiFi. Guests enjoy private check-in and check-out services, a lounge, and a shared kitchen.  Modern Amenities: The property features air-conditioning, a terrace, and a private bathroom. Each room includes a kitchen, tea and coffee maker, and garden views. Additional amenities include a coffee shop, outdoor seating area, and bicycle parking.  Delicious Breakfast: A continental breakfast is served with local specialties, fresh pastries, pancakes, cheese, and juice. Special diet menus are available.  Local Attractions: Mont Saint Michel Abbey is 5.6 mi away, while the Scriptorial of Avranches is 13 mi distant. Rennes–Saint-Jacques Airport is 53 mi from the property.",48.61081775385533,-1.4842049181788752
Mont Saint Michel,Résidence Beauvoir le Mont-Saint-Michel,https://www.booking.com/hotel/fr/residence-beauvoir-le-mont-saint-michel.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,9.49,"Located 2.7 mi from Mont Saint Michel Abbey, Résidence Beauvoir le Mont-Saint-Michel offers self-catered holiday homes with access to a terrace, as well as a tennis court and a BBQ facilities. Free WiFi is offered.  The units provide views of the garden and come with a seating area, a washing machine, a fully equipped kitchen with a dishwasher, and a private bathroom with a hair dryer. An oven and coffee machine are also available.  At the holiday homes guests are welcome to take advantage of an indoor swimming pool.  A garden and a children's playground are provided at the property.  The nearest airport is Dinard Bretagne Airport, 34 mi from the property.",48.597878453626,-1.508418656869
Mont Saint Michel,Etoile des Grèves,https://www.booking.com/hotel/fr/etoile-des-greves.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,9.49,"Elegant Accommodations: Etoile des Grèves in Ardevon offers a bed and breakfast with a sun terrace, garden, and free WiFi. Guests enjoy private check-in and check-out services, a lounge, outdoor seating area, picnic area, family rooms, and bicycle parking.  Comfortable Amenities: Each room features a private bathroom with a walk-in shower, hairdryer, outdoor furniture, and a TV. Additional amenities include soundproofing, electric kettle, executive lounge access, and wardrobe.  Prime Location: Located 58 mi from Rennes–Saint-Jacques Airport, the property is near Mont Saint Michel Abbey (5 mi) and Mont Saint-Michel (5 mi). Other attractions include the Scriptorial of Avranches (13 mi) and Granville Train Station (28 mi). Guests appreciate the scenic views and the friendly host.",48.615509,-1.491524
Mont Saint Michel,Apparthôtel Mont Saint Michel - Résidence Fleurdumont,https://www.booking.com/hotel/fr/residence-fleurdumont.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,8.58,"Résidence Fleurdumont offers pet-friendly accommodations in Beauvoir. Mont Saint Michel Abbey is 2.7 mi away. Résidence Fleurdumont also includes a seasonal outdoor pool, a tennis court and a pétanque playground. Free private parking is available on site.  Most units include a terrace or balcony. Résidence Fleurdumont features free WiFi and TV. Towels and bed linen are provided.  There is also a kitchenette, equipped with a microwave, a refrigerator and stovetop, as well as a coffee machine. A breakfast kit is provided every morning.  The nearest airport is Pleurtuit Airport, 26 mi from Résidence Fleurdumont.",48.596482169806976,-1.5031469166023044
Mont Saint Michel,Les Pres-Salés,https://www.booking.com/hotel/fr/les-pra-s-sala-s.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,9.19,"Elegant Accommodations: Les Pres-Salés in Courtils offers a serene garden and terrace with stunning views. Free WiFi is available in public areas, ensuring guests stay connected.  Comfortable Amenities: The property features a shared kitchen, family rooms, and barbecue facilities. Each room includes a private bathroom with a shower and TV, providing a comfortable stay.  Convenient Location: Located 56 mi from Rennes–Saint-Jacques Airport, Les Pres-Salés is near attractions such as Mont Saint Michel Abbey (7.5 mi) and Mont Saint-Michel (7.5 mi). Free on-site private parking is provided.  Guest Favorites: Guests highly rate the property for its scenic location, delicious breakfast, and attentive host.",48.62422199651231,-1.4457803964614868
Mont Saint Michel,Hotel Rose,https://www.booking.com/hotel/fr/gue-de-beauvoir.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARooAGIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Asyt2MwGwAIB0gIkMThmOWQ1MTUtMDhiZS00Y2Q4LThmODMtZjY1OTEwM2VkZTVi2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=c6f48ae61020060f&srepoch=1771443919&from=searchresults,8.58,"Composed of thoughtfully designed independent bungalows and guestrooms in the annex house of a 19th-century building, Hotel Rose offers comfortable accommodations and a peaceful atmosphere.  The residence is set in a verdant park full of trees and flowers. Some of the accommodations opens out onto the river that leads to the famous Mont Saint Michel and offer a tranquil, relaxing living space. All of the bungalows are independently ecological and can accommodate 4 people (or 5 on request).  Enjoy a tasty breakfast, a casual drink or a relaxing moment on the manor's veranda or under the shade of the trees.  Hotel Rose also features a shared living area with a piano, free Wi-Fi access, games and plenty of reading material. Nearby you can take quiet walks or bike rides and enjoy traditional and regional cuisine in one of the local restaurants.",48.59706233179113,-1.513039469718933
Saint-Malo,Studio Le sillon malouin vue mer,https://www.booking.com/hotel/fr/studio-vue-mer-saint-malo.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGigAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC0a3YzAbAAgHSAiQ5ZjJmMDQyZi02ZWE1LTRlMzYtODliNy1lNTlhM2VjMTZlN2TYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8a378ae88edf0246&srepoch=1771443924&from=searchresults,9.89,"Beachfront Location: Studio Le sillon malouin vue mer in Saint Malo offers direct beachfront access with stunning sea views. Sillon Beach is just a few steps away, while Palais du Grand Large is an 8-minute walk.  Comfortable Amenities: Guests enjoy a sun terrace, free WiFi, and free on-site private parking. The apartment features a kitchenette, balcony, washing machine, and a private bathroom with a shower.  Local Attractions: Casino Barrière Saint-Malo is 2297 feet away, National Fort a 15-minute walk, and Grand Bé 1 mi distant. Scuba diving is available in the surrounding area.  Guest Favorites: Guests highly rate the location with a view, balcony, and terrace, making it a preferred choice for relaxation and exploration.",48.6536946,-2.01081279999994
Saint-Malo,T2 terrasse de charme à Rochebonne 400 m plage,https://www.booking.com/hotel/fr/t2-de-charme-a-rochebonne.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGigAYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC0a3YzAbAAgHSAiQ5ZjJmMDQyZi02ZWE1LTRlMzYtODliNy1lNTlhM2VjMTZlN2TYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=8a378ae88edf0246&srepoch=1771443924&from=searchresults,9.59,"Comfortable Accommodations: T2 terrasse de charme à Rochebonne in Saint Malo offers a one-bedroom apartment with a sun terrace, balcony, and garden. Free WiFi is available throughout the property.  Convenient Facilities: Guests can enjoy free bicycles, a coffee shop, outdoor seating area, and family rooms. Additional amenities include a washing machine, kitchen, and private check-in and check-out services.  Prime Location: Rochebonne Beach is a 6-minute walk away. Nearby attractions include Casino Barrière Saint-Malo (1.9 mi) and National Fort (2 mi). Scuba diving is available in the surroundings.  Guest Satisfaction: Highly rated for its friendly host, convenient location, and easy beach access.",48.66041823213841,-1.9869287656982806
